Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
3,1,28.0,1,0,16.1,2,0
3,1,20.0,0,0,7.8542,2,0
1,0,24.0,0,0,69.3,0,1
3,0,2.0,3,2,27.9,2,0
3,1,28.0,0,0,56.4958,2,1
3,0,0.75,2,1,19.2583,0,1
1,1,48.0,1,0,76.7292,0,1
3,1,19.0,0,0,7.8958,2,0
1,1,56.0,0,0,35.5,0,1
3,1,28.0,0,0,7.55,2,0
3,0,23.0,0,0,7.55,2,1
3,1,28.0,0,0,7.8958,2,0
2,0,18.0,0,1,23.0,2,1
3,1,21.0,0,0,8.4333,2,0
3,0,28.0,0,0,7.8292,1,1
3,0,18.0,0,0,6.75,1,0
2,1,24.0,2,0,73.5,2,0
3,1,28.0,0,0,7.8958,2,0
3,0,32.0,1,1,15.5,1,0
2,1,23.0,0,0,13.0,2,0
1,1,58.0,0,2,113.275,0,0
1,1,50.0,2,0,133.65,2,1
3,1,40.0,0,0,7.225,0,0
1,1,47.0,0,0,25.5875,2,0
3,1,36.0,0,0,7.4958,2,0
3,1,20.0,1,0,7.925,2,1
2,1,32.0,2,0,73.5,2,0
2,1,25.0,0,0,13.0,2,0
3,1,28.0,0,0,7.775,2,0
3,1,43.0,0,0,8.05,2,0
1,0,28.0,1,0,52.0,2,1
2,0,40.0,1,1,39.0,2,1
1,1,31.0,1,0,52.0,2,0
2,1,70.0,0,0,10.5,2,0
2,1,31.0,0,0,13.0,2,1
2,1,28.0,0,0,0.0,2,0
3,1,18.0,0,0,7.775,2,0
3,1,24.5,0,0,8.05,2,0
3,0,18.0,0,0,9.8417,2,1
3,0,43.0,1,6,46.9,2,0
1,1,36.0,0,1,512.3292,0,1
3,0,28.0,0,0,8.1375,1,0
1,1,27.0,0,0,76.7292,0,1
3,1,20.0,0,0,9.225,2,0
3,1,14.0,5,2,46.9,2,0
2,1,60.0,1,1,39.0,2,0
2,1,25.0,1,2,41.5792,0,0
3,1,14.0,4,1,39.6875,2,0
3,1,19.0,0,0,10.1708,2,0
3,1,18.0,0,0,7.7958,2,0
1,0,15.0,0,1,211.3375,2,1
1,1,31.0,1,0,57.0,2,1
3,0,4.0,0,1,13.4167,0,1
3,1,28.0,0,0,56.4958,2,1
3,1,25.0,0,0,7.225,0,0
1,1,60.0,0,0,26.55,2,0
2,1,52.0,0,0,13.5,2,0
3,1,44.0,0,0,8.05,2,0
3,0,28.0,0,0,7.7333,1,1
1,1,49.0,1,1,110.8833,0,0
3,1,42.0,0,0,7.65,2,0
1,0,18.0,1,0,227.525,0,1
1,1,35.0,0,0,26.2875,2,1
3,0,18.0,0,1,14.4542,0,0
3,1,25.0,0,0,7.7417,1,0
3,1,26.0,1,0,7.8542,2,0
2,1,39.0,0,0,26.0,2,0
2,0,45.0,0,0,13.5,2,1
1,1,42.0,0,0,26.2875,2,1
1,0,22.0,0,0,151.55,2,1
3,1,28.0,1,1,15.2458,0,1
1,0,24.0,0,0,49.5042,0,1
1,1,28.0,0,0,26.55,2,0
1,1,48.0,1,0,52.0,2,1
3,1,29.0,0,0,9.4833,2,0
2,1,52.0,0,0,13.0,2,0
3,1,19.0,0,0,7.65,2,0
1,0,38.0,0,0,227.525,0,1
2,0,27.0,0,0,10.5,2,1
3,1,28.0,0,0,15.5,1,0
3,1,33.0,0,0,7.775,2,0
2,0,6.0,0,1,33.0,2,1
3,1,17.0,1,0,7.0542,2,0
2,1,34.0,0,0,13.0,2,0
2,1,50.0,0,0,13.0,2,0
1,1,27.0,1,0,53.1,2,1
3,1,20.0,0,0,8.6625,2,0
2,0,30.0,3,0,21.0,2,1
3,0,28.0,0,0,7.7375,1,1
2,1,25.0,1,0,26.0,2,0
3,0,25.0,1,0,7.925,2,0
1,0,29.0,0,0,211.3375,2,1
3,1,11.0,0,0,18.7875,0,0
2,1,28.0,0,0,0.0,2,0
2,1,23.0,0,0,13.0,2,0
2,1,23.0,0,0,13.0,2,0
3,1,28.5,0,0,16.1,2,0
3,0,48.0,1,3,34.375,2,0
1,1,35.0,0,0,512.3292,0,1
3,1,28.0,0,0,7.8958,2,0
3,1,28.0,0,0,7.8958,2,0
1,1,28.0,0,0,30.0,2,1
1,1,36.0,1,0,78.85,2,0
1,0,21.0,2,2,262.375,0,1
3,1,24.0,1,0,16.1,2,0
3,1,31.0,0,0,7.925,2,1
1,1,70.0,1,1,71.0,2,0
3,1,16.0,1,1,20.25,2,0
2,0,30.0,0,0,13.0,2,1
1,1,19.0,1,0,53.1,2,0
3,1,31.0,0,0,7.75,1,0
2,0,4.0,1,1,23.0,2,1
3,1,6.0,0,1,12.475,2,1
3,1,33.0,0,0,9.5,2,0
3,1,23.0,0,0,7.8958,2,0
2,0,48.0,1,2,65.0,2,1
2,1,0.67,1,1,14.5,2,1
3,1,28.0,0,0,7.7958,2,0
2,1,18.0,0,0,11.5,2,0
3,1,34.0,0,0,8.05,2,0
1,0,33.0,0,0,86.5,2,1
3,1,28.0,0,0,14.5,2,0
3,1,41.0,0,0,7.125,2,0
3,1,20.0,0,0,7.2292,0,1
1,0,36.0,1,2,120.0,2,1
3,1,16.0,0,0,7.775,2,0
1,0,51.0,1,0,77.9583,2,1
1,1,28.0,0,0,39.6,0,0
3,0,30.5,0,0,7.75,1,0
3,1,28.0,1,0,24.15,1,0
3,1,32.0,0,0,8.3625,2,0
3,1,24.0,0,0,9.5,2,0
3,1,48.0,0,0,7.8542,2,0
2,0,57.0,0,0,10.5,2,0
3,1,28.0,0,0,7.225,0,0
2,0,54.0,1,3,23.0,2,1
3,1,18.0,0,0,7.75,2,0
3,1,28.0,0,0,7.75,1,0
3,0,5.0,0,0,12.475,2,1
3,1,28.0,0,0,7.7375,1,0
1,0,43.0,0,1,211.3375,2,1
3,0,13.0,0,0,7.2292,0,1
1,0,17.0,1,0,57.0,2,1
1,1,29.0,0,0,30.0,2,0
3,1,28.0,1,2,23.45,2,0
3,1,25.0,0,0,7.05,2,0
3,1,25.0,0,0,7.25,2,0
3,0,18.0,0,0,7.4958,2,1
3,1,8.0,4,1,29.125,1,0
3,1,1.0,1,2,20.575,2,1
1,1,46.0,0,0,79.2,0,0
3,1,28.0,0,0,7.75,1,0
2,1,16.0,0,0,26.0,2,0
3,0,28.0,8,2,69.55,2,0
1,1,28.0,0,0,30.6958,0,0
3,1,25.0,0,0,7.8958,2,0
2,1,39.0,0,0,13.0,2,0
1,0,49.0,0,0,25.9292,2,1
3,0,31.0,0,0,8.6833,2,1
3,1,30.0,0,0,7.2292,0,0
3,0,30.0,1,1,24.15,2,0
2,1,34.0,0,0,13.0,2,0
2,0,31.0,1,1,26.25,2,1
1,1,11.0,1,2,120.0,2,1
3,1,0.42,0,1,8.5167,0,1
3,1,27.0,0,0,6.975,2,1
3,1,31.0,0,0,7.775,2,0
1,1,39.0,0,0,0.0,2,0
3,0,18.0,0,0,7.775,2,0
2,1,39.0,0,0,13.0,2,0
1,0,33.0,1,0,53.1,2,1
3,1,26.0,0,0,7.8875,2,0
3,1,39.0,0,0,24.15,2,0
2,1,35.0,0,0,10.5,2,0
3,0,6.0,4,2,31.275,2,0
3,1,30.5,0,0,8.05,2,0
1,1,28.0,0,0,0.0,2,0
3,0,23.0,0,0,7.925,2,0
2,1,31.0,1,1,37.0042,0,0
3,1,43.0,0,0,6.45,2,0
3,1,10.0,3,2,27.9,2,0
1,0,52.0,1,1,93.5,2,1
3,1,27.0,0,0,8.6625,2,1
1,1,38.0,0,0,0.0,2,0
3,0,27.0,0,1,12.475,2,1
3,1,2.0,4,1,39.6875,2,0
3,1,28.0,0,0,6.95,1,0
3,1,28.0,0,0,56.4958,2,0
2,1,1.0,0,2,37.0042,0,1
3,1,28.0,0,0,7.75,1,1
1,0,62.0,0,0,80.0,2,1
3,0,15.0,1,0,14.4542,0,1
2,1,0.83,1,1,18.75,2,1
3,1,28.0,0,0,7.2292,0,0
3,1,23.0,0,0,7.8542,2,0
3,1,18.0,0,0,8.3,2,0
1,0,39.0,1,1,83.1583,0,1
3,1,21.0,0,0,8.6625,2,0
3,1,28.0,0,0,8.05,2,0
3,1,32.0,0,0,56.4958,2,1
1,1,28.0,0,0,29.7,0,1
3,1,20.0,0,0,7.925,2,0
2,1,16.0,0,0,10.5,2,0
1,0,30.0,0,0,31.0,0,1
3,1,34.5,0,0,6.4375,0,0
3,1,17.0,0,0,8.6625,2,0
3,1,42.0,0,0,7.55,2,0
3,1,28.0,8,2,69.55,2,0
3,1,35.0,0,0,7.8958,0,0
2,1,28.0,0,1,33.0,2,0
1,0,28.0,1,0,89.1042,0,1
3,1,4.0,4,2,31.275,2,0
3,1,74.0,0,0,7.775,2,0
3,0,9.0,1,1,15.2458,0,0
1,0,16.0,0,1,39.4,2,1
2,0,44.0,1,0,26.0,2,0
3,0,18.0,0,1,9.35,2,1
1,0,45.0,1,1,164.8667,2,1
1,1,51.0,0,0,26.55,2,1
3,0,24.0,0,3,19.2583,0,1
3,1,28.0,0,0,7.2292,0,0
3,1,41.0,2,0,14.1083,2,0
2,1,21.0,1,0,11.5,2,0
1,0,48.0,0,0,25.9292,2,1
3,0,28.0,8,2,69.55,2,0
2,1,24.0,0,0,13.0,2,0
2,0,42.0,0,0,13.0,2,1
2,0,27.0,1,0,13.8583,0,1
1,1,31.0,0,0,50.4958,2,0
3,1,28.0,0,0,9.5,2,0
3,1,4.0,1,1,11.1333,2,1
3,1,26.0,0,0,7.8958,2,0
1,0,47.0,1,1,52.5542,2,1
1,1,33.0,0,0,5.0,2,0
3,1,47.0,0,0,9.0,2,0
2,0,28.0,1,0,24.0,0,1
3,0,15.0,0,0,7.225,0,1
3,1,20.0,0,0,9.8458,2,0
3,1,19.0,0,0,7.8958,2,0
3,1,28.0,0,0,7.8958,2,0
1,0,56.0,0,1,83.1583,0,1
2,0,25.0,0,1,26.0,2,1
3,1,33.0,0,0,7.8958,2,0
3,0,22.0,0,0,10.5167,2,0
2,1,28.0,0,0,10.5,2,0
3,1,25.0,0,0,7.05,2,0
3,0,39.0,0,5,29.125,1,0
2,1,27.0,0,0,13.0,2,0
1,0,19.0,0,0,30.0,2,1
3,0,28.0,1,2,23.45,2,0
1,1,26.0,0,0,30.0,0,1
3,1,32.0,0,0,7.75,1,0
3,0,28.0,0,0,7.75,1,1
2,0,2.718676634121231,1,1,21.964263612581327,2,1
2,0,28.0,0,0,13.0,2,1
1,0,56.885844666050744,0,0,144.72829119097577,0,1
2,0,34.0,0,0,13.0,2,1
1,0,38.48925269742244,0,0,79.82876155590215,2,1
1,0,30.0,0,0,101.02996278430203,0,1
3,0,18.0,0,0,8.938167697825172,2,1
1,0,28.0,0,0,35.200336581665795,2,1
1,0,53.61100277175284,0,1,157.31273093772126,2,1
2,0,63.970535033487174,0,0,10.7528556688857,2,1
1,0,44.323202932020756,0,0,27.3423940071901,0,1
3,1,20.518790621743367,0,0,7.523146766279791,1,1
3,1,28.0,0,0,7.595332273792608,0,1
1,0,39.81814801189647,0,0,221.6387458114852,0,1
1,1,34.05643583455808,0,0,26.545414588442156,2,1
1,0,17.474262129189558,0,2,79.73292763857934,2,1
3,0,15.251782295825365,0,0,7.357185705308316,0,1
2,0,5.994497011784771,0,2,27.00412724116142,2,1
3,0,15.0,0,0,7.466966336754646,0,1
1,0,22.975533842569092,0,1,211.3375,2,1
3,0,21.03688694735453,0,0,7.775667104133896,2,1
3,0,28.0,0,0,7.75,1,1
1,0,16.49732097677114,0,0,57.4922232995457,0,1
1,1,28.0,0,0,29.984556374625004,1,1
1,0,33.442707071526776,0,0,31.942707071526776,1,1
3,0,16.0,0,0,7.777520234210004,1,1
2,0,3.2813143279990826,2,1,39.0,2,1
3,1,8.56531538372633,0,1,15.403735063087561,2,1
2,0,40.978905520555124,0,0,14.404004909236702,2,1
2,0,27.9426018164424,1,0,26.0143495458894,2,1
2,1,3.0,3,1,30.083427224731793,2,1
1,0,30.32786445259412,0,0,56.95241280324367,0,1
2,0,17.80809807664359,1,0,26.970398869919855,1,1
3,0,22.0,0,0,7.75,1,1
1,0,36.45643269722372,1,0,52.403577500400694,2,1
2,0,43.89665060184224,1,0,26.158054216820187,2,1
2,1,5.4261408141550564,0,1,36.84346785786311,1,1
1,0,30.565292024673738,0,0,142.53085472590925,0,1
3,0,22.0,0,0,7.2383943671018685,1,1
2,0,42.0,0,0,13.0,2,1
1,1,27.670604991178475,0,0,29.74940925132323,0,1
1,0,52.075319610169586,0,2,23.939628966315208,2,1
3,0,28.0,0,0,7.855101808456339,1,1
1,1,28.0,0,0,26.55,2,1
2,0,33.590892943188244,1,0,14.165955111913512,2,1
3,0,5.612178190788588,1,1,16.442051489473826,2,1
1,0,22.066351315711426,0,0,55.02481207451029,2,1
3,0,6.439534708503595,1,1,16.309674446639423,2,1
1,0,26.86752112401031,0,0,111.4250099455409,0,1
1,0,62.64517279040945,0,0,78.68275071382102,2,1
1,0,48.69746571601996,1,0,76.99728838459518,0,1
1,0,28.0,0,0,26.169984244043643,2,1
2,1,1.7734706926010748,1,1,19.86920799300152,2,1
1,0,28.69597012389592,0,0,110.8833,0,1
1,0,39.14941356391219,0,1,211.3375,2,1
1,0,39.294668244748706,0,0,134.88653049564525,0,1
1,0,14.567367606202945,0,0,30.062766074696164,0,1
1,0,42.0,0,0,26.265849415255087,2,1
2,0,30.0,0,0,12.365332580827378,1,1
3,1,20.257941627715155,0,0,7.891673941699202,2,1
3,0,15.340015953965821,0,0,8.03627233184249,1,1
1,0,40.817222200201215,0,0,134.5,0,1
2,0,32.27760040579973,0,0,13.0,2,1
1,0,37.11860231342403,1,0,54.58302161939682,2,1
2,0,28.75814770909955,1,0,26.0,2,1
2,0,24.0,0,2,16.49517391082702,2,1
2,0,45.0,0,0,8.610174119154369,2,1
1,0,18.095401371203366,0,0,109.09750086722798,0,1
1,1,42.03588396999405,1,0,89.6713322854254,1,1
1,1,35.0,0,0,26.376495320150283,1,1
3,0,14.349209574612662,1,0,12.363535758443174,0,1
1,0,47.27404432112976,1,0,52.40232463722989,2,1
3,1,6.308669220142269,0,1,12.827397359662424,2,1
1,0,34.774172848530235,0,0,89.60480248492792,2,1
2,0,30.0,0,0,12.493080895192545,1,1
2,0,29.357968353845713,0,0,10.142031646154289,2,1
3,0,24.0,0,1,16.62848102975421,2,1
1,0,56.54534157314848,0,0,26.449660894290066,2,1
3,0,21.89855418852708,0,0,7.739855418852708,2,1
2,0,36.0,0,0,14.731712137497803,2,1
3,0,28.0,0,0,7.75,1,1
1,0,27.101471542866033,1,0,52.97442896570329,2,1
2,0,2.0,1,1,26.0,2,1
2,0,49.974692080768904,0,0,10.487599119576764,2,1
1,1,26.678383897165002,1,0,53.476564214004355,1,1
1,0,17.0,0,1,109.98830372445076,0,1
3,0,28.0,0,0,7.75,1,1
3,0,5.651961259502601,0,0,12.475,2,1
1,0,60.44853861892112,0,0,76.31527921993766,0,1
1,0,37.84871688539015,1,0,83.24945284059923,0,1
1,0,27.7627509125032,0,0,80.87978536547742,0,1
2,0,27.325399698159266,0,0,12.43432503773009,1,1
2,0,1.703394943988088,0,1,26.760525784645928,2,1
2,0,34.64963289904721,0,1,21.21350952762016,2,1
1,0,49.75388294752911,1,0,57.301738797350986,0,1
1,0,18.05432264619794,0,0,60.9308507780572,0,1
2,0,28.56830860333547,1,0,26.0,2,1
1,0,50.74939814262474,1,0,134.85566920176183,1,1
3,0,3.7354316061188673,4,2,31.3875,2,1
1,0,36.0,1,2,120.0,2,1
3,0,22.756010356620916,0,0,7.5987979286758165,2,1
1,0,39.13494722623777,0,0,55.95611645455871,1,1
2,0,2.179293174000281,2,1,39.0,2,1
1,0,26.67613966553134,0,0,75.92719226772182,0,1
1,0,46.63950473204927,0,0,150.9019750000852,1,1
2,0,16.97405651770824,0,1,22.28183956239577,2,1
1,0,20.015822558631154,0,0,112.08545713557969,0,1
2,0,3.576903884626359,1,1,17.56734703651596,2,1
2,0,28.0,1,0,24.07612234592717,0,1
1,0,34.43805609761564,0,1,118.22002825314156,1,1
2,0,33.722452115261504,0,0,13.79101147150471,2,1
3,0,27.0,0,0,7.658266255681187,2,1
1,0,62.92705210070564,1,0,77.89244506811369,1,1
2,0,20.936416887721503,1,0,27.936416887721503,2,1
2,0,24.0,1,0,26.82288932059295,2,1
2,0,32.178624246941254,0,0,56.293609260745626,2,1
1,0,29.907857154005175,0,0,31.207321403488358,0,1
1,0,27.829728780440895,0,0,79.17020253657716,0,1
2,0,43.149206498722776,0,0,13.314920649872278,2,1
1,0,38.953630150413396,1,1,111.02421333590873,0,1
1,0,35.43008862447365,0,0,135.55206342698065,1,1
2,0,52.287263406730744,0,2,24.28455244495194,2,1
3,0,22.0,0,0,7.2675062200020735,2,1
1,0,60.0,1,0,75.39370109049744,0,1
3,0,18.85300945546736,0,0,7.822843825226186,1,1
2,0,23.41110221586083,1,0,26.883346676208756,2,1
1,0,36.07451135699037,1,0,90.0,1,1
1,0,27.553410014550572,0,0,26.46812516933427,2,1
3,0,28.0,1,0,15.690153203093766,1,1
1,0,28.0,0,0,54.49152175994172,2,1
3,0,27.0,0,0,8.335640931063033,2,1
3,0,15.808464322482344,0,0,7.7167494063829345,0,1
3,0,23.303970203325026,0,0,7.4258889659823915,2,1
1,0,42.85987765982127,0,0,54.88661815226519,1,1
2,0,28.0,0,0,13.0,2,1
1,0,33.53997109320332,0,0,74.254433741524,0,1
2,0,2.02983844968721,1,1,26.01740576231754,2,1
2,0,34.140084015236525,0,0,22.71983196952695,2,1
3,0,25.036659304727472,0,0,17.7820131493093,0,1
1,0,34.75474614385591,0,0,26.466841882305367,2,1
1,1,33.48153723550841,0,0,26.40742273976481,2,1
2,0,5.211937036018928,1,1,38.31828541723935,2,1
3,0,19.0,0,0,7.930015718455002,1,1
2,0,5.359491151219755,2,1,31.967179481341855,2,1
3,0,14.11922446720652,1,0,13.511036200300316,0,1
2,0,44.80936115547851,0,0,12.437188441792713,2,1
2,0,7.050566973395904,1,1,37.6670003944153,1,1
3,0,1.2658553628397926,0,1,15.76274245196877,0,1
1,0,28.0,0,0,79.45774496646524,0,1
3,1,27.0,0,0,8.219319542907225,2,1
1,0,52.9969674106256,1,0,78.2667,0,1
1,0,19.605114463099675,0,0,29.798295178966775,2,1
1,0,36.0,1,2,120.0,2,1
1,0,36.42360252709244,1,0,134.24667184566906,0,1
2,0,4.387378008308303,1,1,27.392637171513176,2,1
1,0,33.78001068363513,0,0,32.28001068363513,1,1
3,0,19.0,0,0,7.992270427209758,1,1
3,0,21.375582952639945,0,0,7.787987874585089,2,1
2,0,19.18796387968174,0,0,10.5,2,1
1,0,10.939361691954087,0,0,84.54250293046194,2,1
2,0,3.071884547593484,1,1,18.768269457770884,1,1
1,0,35.6720099093377,0,0,88.37040693653638,2,1
3,0,21.542644634707578,0,0,7.717830579338448,2,1
2,0,6.140376243615147,0,1,25.318740930583076,2,1
2,0,27.59083326056901,0,0,12.785187461798731,2,1
1,0,51.9389995001219,0,0,30.362748875274278,2,1
3,1,19.962651811250787,0,0,7.2598553933253545,0,1
2,0,17.467801681978976,0,1,13.257974264688725,1,1
2,0,28.0,0,0,12.765876083082679,1,1
3,0,1.3811815379556545,0,1,15.446284308084367,0,1
3,0,0.8805608150137011,0,1,17.421779351691274,0,1
1,0,36.46992908408472,0,0,110.8833,0,1
2,0,50.0,0,0,10.5,2,1
2,0,3.622890475819,1,1,39.972640884767635,1,1
2,0,40.91465253500623,0,0,18.94524147754051,2,1
1,0,35.0,0,0,512.3292,0,1
3,0,23.46864536843185,0,0,7.3586520960692745,2,1
1,0,37.16254048644043,1,0,54.10847697427941,2,1
1,0,50.82457940898924,1,0,51.86896285588943,2,1
1,0,25.547817332554676,0,0,30.136954333138668,2,1
3,0,28.0,0,0,7.75,1,1
2,0,30.451098955096413,1,0,26.0,2,1
1,0,25.354087054117507,0,0,80.24139337237277,1,1
2,0,24.795186194768704,1,1,29.38555858430611,2,1
1,0,48.81249675378622,1,0,77.06207992002622,0,1
3,1,31.122057158588728,0,0,8.576659164197336,2,1
1,0,24.313825525369065,0,0,82.84774610573291,0,1
2,1,2.940932767841984,1,1,15.86450895921836,2,1
1,0,26.98851906947821,1,0,146.7086485929018,0,1
3,0,12.492059638463383,1,0,11.768613862854538,0,1
1,0,26.52012896953151,0,0,91.81518564188838,0,1
1,0,40.59104705558573,0,0,134.5,0,1
1,0,33.34658864014169,1,0,90.0,1,1
1,0,35.374251829315654,0,1,71.82781789870259,1,1
1,0,48.253157676139736,0,0,160.27576881456216,1,1
2,0,27.549226664706122,0,0,12.406346666911734,1,1
1,1,35.0,0,0,26.475081429708766,0,1
3,0,28.0,0,0,7.744325296191186,1,1
2,0,41.44013220610812,0,0,13.769818216601342,2,1
3,0,3.8645958419895825,0,2,21.95955465696163,2,1
1,1,44.21369075008731,0,0,26.48119794063264,2,1
1,0,52.3369378424658,0,1,24.96795688641547,2,1
1,0,25.835162238703056,0,0,73.84459576792425,0,1
2,0,33.41960006242779,1,0,14.654139822080799,2,1
2,0,28.0,0,0,12.838974856824247,1,1
2,0,4.9320819640462155,1,1,32.42599405567484,2,1
